type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-09-20 01:59:40,25.66543642,-100.40223298,5,612.000,,5.110,202,10,16,,
T,2020-09-20 01:59:41,25.66539555,-100.40225199,5,613.000,,4.760,202,11,16,,
T,2020-09-20 01:59:42,25.66535712,-100.40227266,5,615.000,,4.730,206,11,16,,
T,2020-09-20 01:59:43,25.66532167,-100.40228639,5,615.000,,4.330,204,11,16,,
T,2020-09-20 01:59:44,25.66528389,-100.40230208,5,615.000,,4.230,205,11,16,,
T,2020-09-20 01:59:45,25.66524769,-100.40231831,5,616.000,,4.200,204,11,16,,
T,2020-09-20 01:59:46,25.66521082,-100.40233520,5,616.000,,4.310,203,11,16,,
T,2020-09-20 01:59:47,25.66517176,-100.40235296,5,616.000,,4.520,202,11,16,,
T,2020-09-20 01:59:48,25.66513273,-100.40237063,5,617.000,,4.660,201,11,16,,
T,2020-09-20 01:59:49,25.66509573,-100.40238633,5,618.000,,4.440,202,11,16,,
T,2020-09-20 01:59:50,25.66506062,-100.40240190,5,618.000,,4.120,202,11,16,,
T,2020-09-20 01:59:51,25.66502215,-100.40241867,5,618.000,,4.360,200,11,16,,
T,2020-09-20 01:59:52,25.66498214,-100.40243458,5,618.000,,4.740,202,11,16,,
T,2020-09-20 01:59:53,25.66493684,-100.40245350,5,618.000,,5.280,202,11,16,,
T,2020-09-20 01:59:54,25.66488827,-100.40247544,5,619.000,,5.970,204,11,16,,
T,2020-09-20 01:59:55,25.66483334,-100.40249929,5,619.000,,6.480,203,12,16,,
T,2020-09-20 01:59:56,25.66477258,-100.40252840,5,620.000,,6.890,203,12,16,,
T,2020-09-20 01:59:57,25.66471085,-100.40255521,5,620.000,,7.290,202,12,16,,
T,2020-09-20 01:59:58,25.66464466,-100.40258031,5,620.000,,7.740,201,12,16,,
T,2020-09-20 01:59:59,25.66457345,-100.40260860,5,620.000,,8.120,201,12,16,,
T,2020-09-20 02:00:00,25.66450773,-100.40263467,5,620.000,,7.890,201,12,16,,
T,2020-09-20 02:00:01,25.66444308,-100.40266164,5,620.000,,7.620,201,12,16,,
T,2020-09-20 02:00:02,25.66438493,-100.40268599,5,620.000,,7.280,201,11,16,,
T,2020-09-20 02:00:03,25.66433517,-100.40270650,5,620.000,,6.330,201,11,16,,
T,2020-09-20 02:00:04,25.66429263,-100.40272595,5,620.000,,5.040,202,10,16,,
T,2020-09-20 02:00:05,25.66426083,-100.40273921,5,621.000,,3.940,202,11,16,,
T,2020-09-20 02:00:06,25.66423619,-100.40275178,5,620.000,,3.100,203,12,16,,
T,2020-09-20 02:00:07,25.66421783,-100.40276184,5,621.000,,2.630,203,12,16,,
T,2020-09-20 02:00:08,25.66418731,-100.40277618,5,621.000,,3.380,201,12,16,,
T,2020-09-20 02:00:09,25.66414903,-100.40278942,5,621.000,,4.470,199,12,16,,
T,2020-09-20 02:00:10,25.66410683,-100.40279787,5,621.000,,4.500,197,12,16,,
T,2020-09-20 02:00:11,25.66405977,-100.40280794,5,622.000,,5.100,193,12,16,,
T,2020-09-20 02:00:12,25.66402027,-100.40281915,5,621.000,,4.660,194,12,16,,
T,2020-09-20 02:00:13,25.66398304,-100.40283161,5,622.000,,4.170,198,12,16,,
T,2020-09-20 02:00:14,25.66395256,-100.40284887,5,621.000,,3.690,203,12,16,,
T,2020-09-20 02:00:15,25.66391499,-100.40287772,5,621.000,,4.240,209,12,16,,
T,2020-09-20 02:00:16,25.66386816,-100.40290728,5,621.000,,5.410,213,12,16,,
T,2020-09-20 02:00:17,25.66381802,-100.40293772,5,621.000,,6.210,209,12,16,,
T,2020-09-20 02:00:18,25.66375514,-100.40297055,5,621.000,,7.180,205,12,16,,
T,2020-09-20 02:00:19,25.66368763,-100.40299991,5,621.000,,7.830,202,11,16,,
T,2020-09-20 02:00:20,25.66361329,-100.40303291,5,621.000,,8.450,202,12,16,,
T,2020-09-20 02:00:21,25.66354553,-100.40306380,5,620.000,,7.940,202,12,16,,
T,2020-09-20 02:00:22,25.66349045,-100.40308603,5,620.000,,6.640,202,12,16,,
T,2020-09-20 02:00:23,25.66344663,-100.40310231,5,621.000,,5.380,200,12,16,,
T,2020-09-20 02:00:24,25.66341395,-100.40311607,5,621.000,,3.960,202,12,16,,
T,2020-09-20 02:00:25,25.66338501,-100.40312578,5,621.000,,3.160,193,12,16,,
T,2020-09-20 02:00:26,25.66336022,-100.40313099,5,621.000,,3.180,188,12,16,,
T,2020-09-20 02:00:27,25.66333619,-100.40313447,5,621.000,,3.010,185,12,16,,
T,2020-09-20 02:00:28,25.66330633,-100.40314281,5,622.000,,3.060,190,11,16,,
T,2020-09-20 02:00:29,25.66328032,-100.40315320,5,622.000,,2.730,195,12,16,,
T,2020-09-20 02:00:30,25.66326080,-100.40315758,5,623.000,,2.300,201,12,16,,
T,2020-09-20 02:00:31,25.66324727,-100.40316662,5,622.000,,1.710,201,12,16,,
T,2020-09-20 02:00:32,25.66323581,-100.40316843,5,622.000,,1.250,204,12,16,,
T,2020-09-20 02:00:33,25.66322789,-100.40317126,5,622.000,,0.790,204,12,16,,
T,2020-09-20 02:00:34,25.66322550,-100.40317457,5,622.000,,0.190,204,12,16,,
T,2020-09-20 02:00:35,25.66322825,-100.40317572,5,622.000,,0.000,,12,16,,
T,2020-09-20 02:00:36,25.66322909,-100.40317549,5,623.000,,0.000,,12,16,,
T,2020-09-20 02:00:37,25.66323023,-100.40317717,5,623.000,,0.000,,12,16,,
T,2020-09-20 02:00:38,25.66322993,-100.40317905,5,623.000,,0.000,,11,16,,
T,2020-09-20 02:00:39,25.66323010,-100.40318002,5,623.000,,0.000,,11,16,,
T,2020-09-20 02:00:40,25.66322909,-100.40318049,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:41,25.66322959,-100.40318088,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:42,25.66323045,-100.40318062,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:43,25.66323028,-100.40318213,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:44,25.66323011,-100.40318311,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:45,25.66323066,-100.40318278,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:46,25.66323033,-100.40318319,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:47,25.66323021,-100.40318341,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:48,25.66323014,-100.40318351,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:49,25.66323011,-100.40318354,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:50,25.66323011,-100.40318358,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:51,25.66323008,-100.40318362,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:52,25.66323006,-100.40318365,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:00:53,25.66323003,-100.40318368,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:54,25.66322998,-100.40318373,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:55,25.66322995,-100.40318376,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:56,25.66322993,-100.40318380,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:57,25.66322990,-100.40318383,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:58,25.66322988,-100.40318386,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:00:59,25.66322987,-100.40318391,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:00,25.66322987,-100.40318396,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:01,25.66322987,-100.40318401,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:02,25.66322986,-100.40318406,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:03,25.66322985,-100.40318410,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:04,25.66322985,-100.40318412,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:05,25.66322983,-100.40318415,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:06,25.66322981,-100.40318416,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:07,25.66322978,-100.40318420,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:01:08,25.66322974,-100.40318425,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:01:09,25.66322971,-100.40318428,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:01:10,25.66322969,-100.40318431,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:01:11,25.66322968,-100.40318433,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:12,25.66322965,-100.40318437,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:13,25.66322964,-100.40318439,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:14,25.66322962,-100.40318442,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:15,25.66322960,-100.40318445,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:16,25.66322957,-100.40318447,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:17,25.66322956,-100.40318450,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:18,25.66322954,-100.40318453,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:19,25.66322953,-100.40318455,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:20,25.66322953,-100.40318457,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:21,25.66322952,-100.40318459,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:22,25.66322952,-100.40318460,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:23,25.66322952,-100.40318461,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:24,25.66322950,-100.40318462,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:25,25.66322949,-100.40318463,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:26,25.66322948,-100.40318463,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:27,25.66322946,-100.40318464,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:28,25.66322944,-100.40318464,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:29,25.66322943,-100.40318464,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:30,25.66322941,-100.40318464,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:31,25.66322939,-100.40318464,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:32,25.66322938,-100.40318463,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:33,25.66322936,-100.40318463,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:34,25.66322931,-100.40318462,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:35,25.66322928,-100.40318461,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:36,25.66322924,-100.40318460,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:37,25.66322920,-100.40318459,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:38,25.66322920,-100.40318461,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:39,25.66322918,-100.40318462,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:40,25.66322916,-100.40318460,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:41,25.66322913,-100.40318459,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:42,25.66322912,-100.40318457,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:43,25.66322910,-100.40318456,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:44,25.66322908,-100.40318456,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:45,25.66322907,-100.40318456,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:46,25.66322908,-100.40318454,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:47,25.66322908,-100.40318452,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:48,25.66322909,-100.40318452,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:49,25.66322908,-100.40318451,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:50,25.66322909,-100.40318450,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:51,25.66322909,-100.40318450,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:52,25.66322908,-100.40318450,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:53,25.66322905,-100.40318450,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:01:54,25.66322905,-100.40318452,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:55,25.66322901,-100.40318454,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:56,25.66322898,-100.40318454,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:57,25.66322896,-100.40318454,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:58,25.66322893,-100.40318455,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:01:59,25.66322891,-100.40318454,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:00,25.66322888,-100.40318455,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:01,25.66322885,-100.40318454,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:02,25.66322886,-100.40318453,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:03,25.66322887,-100.40318450,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:04,25.66322888,-100.40318450,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:05,25.66322888,-100.40318449,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:06,25.66322888,-100.40318451,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:07,25.66322888,-100.40318453,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:08,25.66322888,-100.40318456,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:09,25.66322885,-100.40318459,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:10,25.66322884,-100.40318463,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:11,25.66322880,-100.40318466,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:12,25.66322879,-100.40318469,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:13,25.66322879,-100.40318473,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:14,25.66322877,-100.40318476,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:15,25.66322872,-100.40318478,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:16,25.66322867,-100.40318480,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:17,25.66322866,-100.40318484,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:18,25.66322865,-100.40318486,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:19,25.66322861,-100.40318487,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:20,25.66322862,-100.40318487,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:21,25.66322858,-100.40318488,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:22,25.66322856,-100.40318489,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:02:23,25.66322854,-100.40318490,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:24,25.66322851,-100.40318491,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:25,25.66322852,-100.40318492,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:26,25.66322850,-100.40318492,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:27,25.66322851,-100.40318493,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:28,25.66322852,-100.40318495,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:29,25.66322852,-100.40318496,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:02:30,25.66322848,-100.40318498,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:31,25.66322848,-100.40318499,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:32,25.66322844,-100.40318496,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:33,25.66322841,-100.40318498,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:34,25.66322835,-100.40318497,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:35,25.66322829,-100.40318497,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:36,25.66322825,-100.40318498,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:37,25.66322821,-100.40318496,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:38,25.66322814,-100.40318497,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:39,25.66322807,-100.40318495,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:40,25.66322805,-100.40318495,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:41,25.66322803,-100.40318495,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:42,25.66322799,-100.40318493,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:43,25.66322794,-100.40318491,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:44,25.66322786,-100.40318488,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:45,25.66322782,-100.40318486,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:46,25.66322778,-100.40318486,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:47,25.66322774,-100.40318485,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:48,25.66322769,-100.40318484,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:49,25.66322765,-100.40318482,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:50,25.66322763,-100.40318482,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:51,25.66322760,-100.40318480,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:52,25.66322758,-100.40318480,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:53,25.66322754,-100.40318479,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:54,25.66322748,-100.40318479,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:55,25.66322744,-100.40318480,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:02:56,25.66322738,-100.40318479,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:57,25.66322732,-100.40318478,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:58,25.66322727,-100.40318480,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:02:59,25.66322726,-100.40318483,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:00,25.66322724,-100.40318485,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:03:01,25.66322721,-100.40318487,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:03:02,25.66322721,-100.40318487,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:03:03,25.66322717,-100.40318488,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:03:04,25.66322716,-100.40318490,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:03:05,25.66322715,-100.40318490,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:03:06,25.66322713,-100.40318490,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:07,25.66322710,-100.40318491,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:08,25.66322706,-100.40318493,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:09,25.66322707,-100.40318494,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:10,25.66322703,-100.40318495,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:11,25.66322699,-100.40318496,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:12,25.66322698,-100.40318498,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:13,25.66322697,-100.40318499,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:14,25.66322695,-100.40318501,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:15,25.66322689,-100.40318500,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:16,25.66322686,-100.40318500,5,624.000,,0.000,,10,16,,
T,2020-09-20 02:03:17,25.66322688,-100.40318501,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:18,25.66322686,-100.40318502,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:19,25.66322686,-100.40318503,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:20,25.66322687,-100.40318504,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:21,25.66322688,-100.40318504,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:22,25.66322687,-100.40318503,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:23,25.66322687,-100.40318505,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:24,25.66322693,-100.40318511,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:25,25.66322698,-100.40318515,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:26,25.66322702,-100.40318519,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:27,25.66322707,-100.40318522,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:28,25.66322712,-100.40318526,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:29,25.66322715,-100.40318528,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:30,25.66322717,-100.40318530,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:31,25.66322719,-100.40318533,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:32,25.66322725,-100.40318537,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:33,25.66322729,-100.40318539,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:34,25.66322732,-100.40318540,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:35,25.66322737,-100.40318543,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:36,25.66322740,-100.40318544,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:37,25.66322745,-100.40318547,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:38,25.66322750,-100.40318550,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:39,25.66322755,-100.40318553,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:40,25.66322758,-100.40318558,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:41,25.66322761,-100.40318561,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:42,25.66322765,-100.40318565,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:43,25.66322767,-100.40318567,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:44,25.66322770,-100.40318569,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:45,25.66322774,-100.40318573,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:46,25.66322776,-100.40318575,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:47,25.66322778,-100.40318579,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:48,25.66322780,-100.40318582,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:49,25.66322782,-100.40318584,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:50,25.66322783,-100.40318584,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:51,25.66322785,-100.40318587,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:52,25.66322785,-100.40318585,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:53,25.66322785,-100.40318585,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:54,25.66322786,-100.40318586,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:55,25.66322787,-100.40318588,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:56,25.66322790,-100.40318590,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:57,25.66322789,-100.40318592,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:58,25.66322788,-100.40318592,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:03:59,25.66322785,-100.40318592,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:00,25.66322784,-100.40318593,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:01,25.66322784,-100.40318595,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:02,25.66322784,-100.40318597,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:03,25.66322786,-100.40318600,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:04,25.66322788,-100.40318602,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:05,25.66322789,-100.40318605,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:06,25.66322792,-100.40318606,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:07,25.66322792,-100.40318607,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:08,25.66322793,-100.40318606,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:09,25.66322797,-100.40318607,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:10,25.66322798,-100.40318610,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:11,25.66322800,-100.40318612,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:12,25.66322802,-100.40318614,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:13,25.66322803,-100.40318615,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:14,25.66322804,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:15,25.66322804,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:16,25.66322806,-100.40318617,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:17,25.66322805,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:18,25.66322806,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:19,25.66322807,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:20,25.66322808,-100.40318615,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:21,25.66322809,-100.40318615,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:22,25.66322810,-100.40318615,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:23,25.66322812,-100.40318617,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:24,25.66322814,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:25,25.66322814,-100.40318617,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:26,25.66322815,-100.40318617,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:27,25.66322816,-100.40318617,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:28,25.66322816,-100.40318616,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:04:29,25.66322814,-100.40318615,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:30,25.66322814,-100.40318615,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:31,25.66322812,-100.40318614,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:32,25.66322811,-100.40318613,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:33,25.66322811,-100.40318613,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:34,25.66322811,-100.40318612,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:35,25.66322811,-100.40318611,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:36,25.66322809,-100.40318610,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:37,25.66322809,-100.40318608,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:38,25.66322808,-100.40318607,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:39,25.66322807,-100.40318606,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:40,25.66322806,-100.40318606,5,624.000,,0.000,,11,17,,
