type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-09-20 02:42:50,25.69911103,-100.37001650,5,618.000,,14.340,321,12,18,,
T,2020-09-20 02:42:51,25.69921138,-100.37010859,5,618.000,,14.450,320,12,18,,
T,2020-09-20 02:42:52,25.69930779,-100.37020753,5,617.000,,14.500,318,12,18,,
T,2020-09-20 02:42:53,25.69940490,-100.37031244,5,616.000,,14.700,317,12,18,,
T,2020-09-20 02:42:54,25.69949941,-100.37041293,5,615.000,,14.750,315,12,18,,
T,2020-09-20 02:42:55,25.69959108,-100.37052080,5,615.000,,14.740,313,12,18,,
T,2020-09-20 02:42:56,25.69967962,-100.37062633,5,614.000,,14.500,312,12,18,,
T,2020-09-20 02:42:57,25.69976431,-100.37072872,5,613.000,,14.080,312,12,18,,
T,2020-09-20 02:42:58,25.69984860,-100.37082932,5,612.000,,13.730,313,12,18,,
T,2020-09-20 02:42:59,25.69992996,-100.37092827,5,611.000,,13.620,313,12,18,,
T,2020-09-20 02:43:00,25.70001646,-100.37101861,5,611.000,,13.330,316,12,18,,
T,2020-09-20 02:43:01,25.70010526,-100.37110071,5,610.000,,12.980,319,12,18,,
T,2020-09-20 02:43:02,25.70020215,-100.37116837,5,610.000,,12.750,326,12,18,,
T,2020-09-20 02:43:03,25.70030426,-100.37122275,5,609.000,,12.690,333,12,18,,
T,2020-09-20 02:43:04,25.70041446,-100.37126807,5,609.000,,12.910,339,12,18,,
T,2020-09-20 02:43:05,25.70052992,-100.37130818,5,608.000,,13.200,343,12,18,,
T,2020-09-20 02:43:06,25.70065019,-100.37133873,5,607.000,,13.600,346,11,18,,
T,2020-09-20 02:43:07,25.70077175,-100.37136372,5,606.000,,13.950,349,11,18,,
T,2020-09-20 02:43:08,25.70089888,-100.37138897,5,605.000,,14.080,350,11,18,,
T,2020-09-20 02:43:09,25.70102466,-100.37141081,5,603.000,,13.880,351,11,18,,
T,2020-09-20 02:43:10,25.70114995,-100.37142319,5,603.000,,14.060,353,11,18,,
T,2020-09-20 02:43:11,25.70127728,-100.37142370,5,601.000,,14.310,358,11,18,,
T,2020-09-20 02:43:12,25.70141381,-100.37140833,5,600.000,,14.800,5,12,18,,
T,2020-09-20 02:43:13,25.70154747,-100.37137014,5,599.000,,15.260,13,12,18,,
T,2020-09-20 02:43:14,25.70168330,-100.37132187,5,597.000,,15.750,18,12,18,,
T,2020-09-20 02:43:15,25.70182215,-100.37127046,5,596.000,,16.160,18,12,18,,
T,2020-09-20 02:43:16,25.70196518,-100.37122645,5,595.000,,16.430,17,12,18,,
T,2020-09-20 02:43:17,25.70210870,-100.37118132,5,595.000,,16.650,16,12,18,,
T,2020-09-20 02:43:18,25.70225092,-100.37113293,5,595.000,,16.570,17,12,18,,
T,2020-09-20 02:43:19,25.70239532,-100.37108768,5,595.000,,16.490,16,12,18,,
T,2020-09-20 02:43:20,25.70253514,-100.37104010,5,594.000,,16.240,17,12,18,,
T,2020-09-20 02:43:21,25.70267698,-100.37099803,5,594.000,,16.220,16,12,18,,
T,2020-09-20 02:43:22,25.70281700,-100.37095349,5,593.000,,15.960,16,12,18,,
T,2020-09-20 02:43:23,25.70294933,-100.37091367,5,593.000,,15.070,16,12,18,,
T,2020-09-20 02:43:24,25.70306185,-100.37087288,5,593.000,,13.420,16,12,18,,
T,2020-09-20 02:43:25,25.70316629,-100.37083577,5,594.000,,12.580,16,12,18,,
T,2020-09-20 02:43:26,25.70326928,-100.37079570,5,594.000,,12.210,19,12,18,,
T,2020-09-20 02:43:27,25.70336763,-100.37074549,5,594.000,,12.120,23,12,18,,
T,2020-09-20 02:43:28,25.70346176,-100.37068831,5,593.000,,12.200,26,12,18,,
T,2020-09-20 02:43:29,25.70355856,-100.37062971,5,593.000,,12.340,29,12,18,,
T,2020-09-20 02:43:30,25.70365855,-100.37056402,5,593.000,,12.660,32,12,18,,
T,2020-09-20 02:43:31,25.70375825,-100.37049175,5,592.000,,13.100,33,12,18,,
T,2020-09-20 02:43:32,25.70385715,-100.37041701,5,592.000,,13.320,35,12,18,,
T,2020-09-20 02:43:33,25.70395837,-100.37034282,5,592.000,,13.510,34,12,18,,
T,2020-09-20 02:43:34,25.70405888,-100.37026708,5,591.000,,13.540,34,12,18,,
T,2020-09-20 02:43:35,25.70416448,-100.37019518,5,590.000,,13.610,33,12,18,,
T,2020-09-20 02:43:36,25.70427069,-100.37012597,5,590.000,,13.570,32,12,18,,
T,2020-09-20 02:43:37,25.70437010,-100.37005668,5,589.000,,13.320,32,12,18,,
T,2020-09-20 02:43:38,25.70446779,-100.36998572,5,588.000,,12.910,33,12,18,,
T,2020-09-20 02:43:39,25.70455871,-100.36991803,5,587.000,,12.250,33,12,18,,
T,2020-09-20 02:43:40,25.70464980,-100.36985794,5,587.000,,11.600,32,12,18,,
T,2020-09-20 02:43:41,25.70473789,-100.36980434,5,586.000,,10.960,31,12,18,,
T,2020-09-20 02:43:42,25.70482265,-100.36975922,5,586.000,,10.300,28,12,18,,
T,2020-09-20 02:43:43,25.70490395,-100.36973351,5,585.000,,9.320,22,12,18,,
T,2020-09-20 02:43:44,25.70497884,-100.36972302,5,584.000,,8.240,10,12,18,,
T,2020-09-20 02:43:45,25.70505012,-100.36970718,5,584.000,,8.280,8,12,18,,
T,2020-09-20 02:43:46,25.70510502,-100.36973291,5,584.000,,7.120,348,12,18,,
T,2020-09-20 02:43:47,25.70515041,-100.36975921,5,583.000,,6.520,337,12,18,,
T,2020-09-20 02:43:48,25.70520337,-100.36979278,5,582.000,,6.470,330,12,18,,
T,2020-09-20 02:43:49,25.70525099,-100.36983431,5,582.000,,6.790,325,12,18,,
T,2020-09-20 02:43:50,25.70530670,-100.36988015,5,581.000,,7.460,323,12,18,,
T,2020-09-20 02:43:51,25.70536094,-100.36992997,5,581.000,,8.080,321,12,18,,
T,2020-09-20 02:43:52,25.70541888,-100.36999194,5,580.000,,8.710,319,12,18,,
T,2020-09-20 02:43:53,25.70547908,-100.37005446,5,580.000,,9.220,318,12,18,,
T,2020-09-20 02:43:54,25.70554327,-100.37012055,5,580.000,,9.650,318,12,18,,
T,2020-09-20 02:43:55,25.70561085,-100.37019130,5,579.000,,10.040,318,12,18,,
T,2020-09-20 02:43:56,25.70568294,-100.37025982,5,579.000,,10.400,318,12,18,,
T,2020-09-20 02:43:57,25.70574829,-100.37033557,5,579.000,,10.540,317,12,18,,
T,2020-09-20 02:43:58,25.70581663,-100.37040691,5,579.000,,10.360,316,12,18,,
T,2020-09-20 02:43:59,25.70588047,-100.37047647,5,579.000,,10.170,315,12,18,,
T,2020-09-20 02:44:00,25.70594586,-100.37054732,5,579.000,,10.240,315,12,18,,
T,2020-09-20 02:44:01,25.70601479,-100.37062130,5,580.000,,10.480,316,12,18,,
T,2020-09-20 02:44:02,25.70608096,-100.37069345,5,580.000,,10.370,315,12,18,,
T,2020-09-20 02:44:03,25.70615478,-100.37076612,5,579.000,,10.610,317,12,18,,
T,2020-09-20 02:44:04,25.70622677,-100.37084504,5,579.000,,10.880,316,12,18,,
T,2020-09-20 02:44:05,25.70630270,-100.37091954,5,579.000,,11.200,317,12,18,,
T,2020-09-20 02:44:06,25.70638207,-100.37099827,5,579.000,,11.510,317,12,18,,
T,2020-09-20 02:44:07,25.70645590,-100.37107641,5,579.000,,11.550,316,12,18,,
T,2020-09-20 02:44:08,25.70652715,-100.37115952,5,579.000,,11.460,314,12,18,,
T,2020-09-20 02:44:09,25.70660071,-100.37124331,5,578.000,,11.690,314,12,18,,
T,2020-09-20 02:44:10,25.70667864,-100.37132865,5,578.000,,11.940,314,12,18,,
T,2020-09-20 02:44:11,25.70675721,-100.37141516,5,578.000,,12.350,315,12,18,,
T,2020-09-20 02:44:12,25.70684106,-100.37150259,5,578.000,,12.670,316,12,18,,
T,2020-09-20 02:44:13,25.70692712,-100.37158719,5,578.000,,12.890,320,12,18,,
T,2020-09-20 02:44:14,25.70701438,-100.37166696,5,578.000,,12.730,318,12,18,,
T,2020-09-20 02:44:15,25.70710346,-100.37175823,5,578.000,,12.850,319,12,18,,
T,2020-09-20 02:44:16,25.70718976,-100.37184841,5,578.000,,12.790,317,12,18,,
T,2020-09-20 02:44:17,25.70727424,-100.37193641,5,578.000,,12.680,317,12,18,,
T,2020-09-20 02:44:18,25.70736183,-100.37202859,5,578.000,,12.600,318,12,18,,
T,2020-09-20 02:44:19,25.70744198,-100.37211320,5,579.000,,12.380,316,12,18,,
T,2020-09-20 02:44:20,25.70752386,-100.37219227,5,579.000,,11.930,317,12,18,,
T,2020-09-20 02:44:21,25.70759998,-100.37227421,5,579.000,,11.350,317,12,18,,
T,2020-09-20 02:44:22,25.70766505,-100.37233993,5,579.000,,10.180,317,12,18,,
T,2020-09-20 02:44:23,25.70771449,-100.37239496,5,579.000,,8.350,317,12,18,,
T,2020-09-20 02:44:24,25.70775458,-100.37243648,5,579.000,,6.670,316,12,18,,
T,2020-09-20 02:44:25,25.70778191,-100.37246652,5,579.000,,4.770,315,12,18,,
T,2020-09-20 02:44:26,25.70780720,-100.37248945,5,579.000,,4.070,316,12,18,,
T,2020-09-20 02:44:27,25.70783244,-100.37251568,5,579.000,,4.100,315,12,18,,
T,2020-09-20 02:44:28,25.70786532,-100.37255049,5,579.000,,4.890,315,12,18,,
T,2020-09-20 02:44:29,25.70790201,-100.37259909,5,580.000,,6.010,314,12,18,,
T,2020-09-20 02:44:30,25.70794777,-100.37264936,5,580.000,,6.930,316,12,18,,
T,2020-09-20 02:44:31,25.70800333,-100.37270131,5,581.000,,7.640,317,12,18,,
T,2020-09-20 02:44:32,25.70805826,-100.37275240,5,581.000,,8.170,318,12,18,,
T,2020-09-20 02:44:33,25.70811726,-100.37281319,5,581.000,,8.530,317,12,18,,
T,2020-09-20 02:44:34,25.70817508,-100.37287023,5,582.000,,8.750,317,12,18,,
T,2020-09-20 02:44:35,25.70823612,-100.37292813,5,582.000,,9.120,318,12,18,,
T,2020-09-20 02:44:36,25.70830552,-100.37298861,5,582.000,,9.730,321,12,18,,
T,2020-09-20 02:44:37,25.70836206,-100.37305804,5,583.000,,9.250,315,12,18,,
T,2020-09-20 02:44:38,25.70842332,-100.37311551,5,583.000,,8.930,316,12,18,,
T,2020-09-20 02:44:39,25.70848111,-100.37316782,5,584.000,,8.580,317,12,18,,
T,2020-09-20 02:44:40,25.70853347,-100.37322099,5,585.000,,8.140,317,12,18,,
T,2020-09-20 02:44:41,25.70858685,-100.37327370,5,585.000,,7.730,316,12,18,,
T,2020-09-20 02:44:42,25.70863541,-100.37332299,5,586.000,,7.350,317,12,18,,
T,2020-09-20 02:44:43,25.70868240,-100.37337117,5,586.000,,7.010,316,12,18,,
T,2020-09-20 02:44:44,25.70873051,-100.37342011,5,585.000,,7.080,316,12,18,,
T,2020-09-20 02:44:45,25.70877360,-100.37347621,5,585.000,,7.560,315,12,18,,
T,2020-09-20 02:44:46,25.70881588,-100.37353169,5,586.000,,8.130,315,11,18,,
T,2020-09-20 02:44:47,25.70886907,-100.37359091,5,586.000,,8.510,314,12,18,,
T,2020-09-20 02:44:48,25.70892542,-100.37365098,5,586.000,,8.860,315,12,18,,
T,2020-09-20 02:44:49,25.70897914,-100.37370847,5,587.000,,8.840,315,12,18,,
T,2020-09-20 02:44:50,25.70903275,-100.37377315,5,587.000,,8.840,315,12,18,,
T,2020-09-20 02:44:51,25.70908519,-100.37382883,5,587.000,,8.650,313,12,18,,
T,2020-09-20 02:44:52,25.70913622,-100.37389084,5,587.000,,8.540,314,12,18,,
T,2020-09-20 02:44:53,25.70919004,-100.37395116,5,588.000,,8.220,314,12,18,,
T,2020-09-20 02:44:54,25.70924192,-100.37401767,5,588.000,,8.540,312,12,18,,
T,2020-09-20 02:44:55,25.70929562,-100.37407802,5,589.000,,8.600,313,12,18,,
T,2020-09-20 02:44:56,25.70935859,-100.37414240,5,589.000,,9.120,316,12,18,,
T,2020-09-20 02:44:57,25.70942911,-100.37420796,5,589.000,,10.020,318,12,18,,
T,2020-09-20 02:44:58,25.70950520,-100.37428016,5,589.000,,10.740,318,12,18,,
T,2020-09-20 02:44:59,25.70958067,-100.37435804,5,589.000,,11.350,319,12,18,,
T,2020-09-20 02:45:00,25.70965821,-100.37443804,5,590.000,,11.800,316,12,18,,
T,2020-09-20 02:45:01,25.70973696,-100.37451759,5,591.000,,12.060,317,12,18,,
T,2020-09-20 02:45:02,25.70981914,-100.37459893,5,591.000,,11.890,318,12,18,,
T,2020-09-20 02:45:03,25.70989372,-100.37467676,5,590.000,,11.560,317,12,18,,
T,2020-09-20 02:45:04,25.70996941,-100.37475174,5,591.000,,11.120,318,12,18,,
T,2020-09-20 02:45:05,25.71003969,-100.37482737,5,592.000,,10.730,317,12,18,,
T,2020-09-20 02:45:06,25.71011025,-100.37489544,5,592.000,,10.020,318,12,18,,
T,2020-09-20 02:45:07,25.71016992,-100.37495516,5,592.000,,9.430,317,12,18,,
T,2020-09-20 02:45:08,25.71022663,-100.37501785,5,593.000,,8.810,316,12,18,,
T,2020-09-20 02:45:09,25.71028134,-100.37507523,5,594.000,,8.050,315,12,18,,
T,2020-09-20 02:45:10,25.71033119,-100.37511895,5,594.000,,7.040,318,12,18,,
T,2020-09-20 02:45:11,25.71036613,-100.37515757,5,594.000,,5.640,315,12,18,,
T,2020-09-20 02:45:12,25.71039860,-100.37518366,5,595.000,,4.410,320,12,18,,
T,2020-09-20 02:45:13,25.71043339,-100.37518237,5,595.000,,3.700,354,11,18,,
T,2020-09-20 02:45:14,25.71046451,-100.37516419,5,595.000,,3.620,25,11,18,,
T,2020-09-20 02:45:15,25.71048740,-100.37513421,5,596.000,,4.030,47,12,18,,
T,2020-09-20 02:45:16,25.71050371,-100.37508870,5,595.000,,4.780,63,12,18,,
T,2020-09-20 02:45:17,25.71052526,-100.37503864,5,596.000,,5.530,66,12,18,,
T,2020-09-20 02:45:18,25.71054828,-100.37498324,5,595.000,,6.180,65,12,18,,
T,2020-09-20 02:45:19,25.71057671,-100.37492214,5,595.000,,6.800,64,12,18,,
T,2020-09-20 02:45:20,25.71060629,-100.37486030,5,595.000,,6.990,62,12,18,,
T,2020-09-20 02:45:21,25.71063544,-100.37479730,5,595.000,,6.930,61,12,18,,
T,2020-09-20 02:45:22,25.71066753,-100.37473874,5,594.000,,6.640,59,12,18,,
T,2020-09-20 02:45:23,25.71069588,-100.37469060,5,594.000,,5.700,59,12,18,,
T,2020-09-20 02:45:24,25.71071808,-100.37465018,5,594.000,,4.640,59,12,18,,
T,2020-09-20 02:45:25,25.71074284,-100.37462335,5,594.000,,4.120,50,12,18,,
T,2020-09-20 02:45:26,25.71077453,-100.37460652,5,594.000,,3.650,28,12,18,,
T,2020-09-20 02:45:27,25.71080154,-100.37461008,5,594.000,,3.210,359,12,18,,
T,2020-09-20 02:45:28,25.71082342,-100.37462416,5,593.000,,2.810,334,12,18,,
T,2020-09-20 02:45:29,25.71083951,-100.37464018,5,593.000,,2.340,318,12,18,,
T,2020-09-20 02:45:30,25.71084922,-100.37465718,5,593.000,,2.090,308,12,18,,
T,2020-09-20 02:45:31,25.71085938,-100.37467703,5,593.000,,2.210,298,12,18,,
T,2020-09-20 02:45:32,25.71087401,-100.37470497,5,593.000,,2.920,295,12,18,,
T,2020-09-20 02:45:33,25.71089103,-100.37473154,5,593.000,,3.370,306,12,18,,
T,2020-09-20 02:45:34,25.71091497,-100.37475531,5,592.000,,3.880,317,12,18,,
T,2020-09-20 02:45:35,25.71094884,-100.37479010,5,593.000,,4.840,319,12,18,,
T,2020-09-20 02:45:36,25.71098545,-100.37482508,5,592.000,,5.390,320,11,18,,
T,2020-09-20 02:45:37,25.71103038,-100.37486586,5,592.000,,6.230,321,11,18,,
T,2020-09-20 02:45:38,25.71107100,-100.37491104,5,592.000,,6.560,316,11,18,,
T,2020-09-20 02:45:39,25.71111555,-100.37496602,5,593.000,,7.060,316,11,18,,
T,2020-09-20 02:45:40,25.71116038,-100.37501658,5,594.000,,7.350,316,11,18,,
T,2020-09-20 02:45:41,25.71121297,-100.37507126,5,594.000,,7.850,317,12,18,,
T,2020-09-20 02:45:42,25.71127086,-100.37512221,5,595.000,,8.150,319,12,18,,
T,2020-09-20 02:45:43,25.71133019,-100.37518421,5,594.000,,8.750,316,12,18,,
T,2020-09-20 02:45:44,25.71139170,-100.37524587,5,595.000,,9.290,317,12,18,,
T,2020-09-20 02:45:45,25.71145751,-100.37531491,5,595.000,,9.510,316,12,18,,
T,2020-09-20 02:45:46,25.71151449,-100.37538013,5,595.000,,9.680,316,12,18,,
T,2020-09-20 02:45:47,25.71158206,-100.37545257,5,596.000,,10.060,316,12,18,,
T,2020-09-20 02:45:48,25.71164841,-100.37552758,5,596.000,,10.220,316,12,18,,
T,2020-09-20 02:45:49,25.71171616,-100.37559968,5,597.000,,10.290,316,11,18,,
T,2020-09-20 02:45:50,25.71178121,-100.37566954,5,597.000,,10.190,316,11,18,,
T,2020-09-20 02:45:51,25.71184724,-100.37573768,5,597.000,,9.800,317,11,18,,
T,2020-09-20 02:45:52,25.71190935,-100.37580233,5,598.000,,9.450,317,11,18,,
T,2020-09-20 02:45:53,25.71196944,-100.37586584,5,598.000,,9.270,317,11,18,,
T,2020-09-20 02:45:54,25.71202955,-100.37593152,5,599.000,,9.210,317,11,18,,
T,2020-09-20 02:45:55,25.71208750,-100.37599316,5,600.000,,9.100,317,11,18,,
T,2020-09-20 02:45:56,25.71214672,-100.37605385,5,600.000,,8.910,316,11,18,,
T,2020-09-20 02:45:57,25.71220211,-100.37611282,5,600.000,,8.530,315,11,18,,
T,2020-09-20 02:45:58,25.71225689,-100.37616877,5,601.000,,8.190,318,12,18,,
T,2020-09-20 02:45:59,25.71230991,-100.37622465,5,600.000,,7.600,318,12,18,,
T,2020-09-20 02:46:00,25.71235299,-100.37626873,5,600.000,,6.530,319,12,18,,
T,2020-09-20 02:46:01,25.71239572,-100.37629315,5,600.000,,5.370,332,12,18,,
T,2020-09-20 02:46:02,25.71241770,-100.37630795,5,600.000,,3.360,332,12,18,,
T,2020-09-20 02:46:03,25.71244291,-100.37631601,5,601.000,,2.790,344,12,18,,
T,2020-09-20 02:46:04,25.71247102,-100.37631193,5,600.000,,3.070,6,12,18,,
T,2020-09-20 02:46:05,25.71250019,-100.37628825,5,600.000,,3.870,29,12,18,,
T,2020-09-20 02:46:06,25.71253111,-100.37625467,5,600.000,,4.840,44,12,18,,
T,2020-09-20 02:46:07,25.71256118,-100.37620676,5,600.000,,5.720,55,12,18,,
T,2020-09-20 02:46:08,25.71259311,-100.37614800,5,599.000,,6.860,58,12,18,,
T,2020-09-20 02:46:09,25.71262487,-100.37607819,5,598.000,,7.790,60,12,18,,
T,2020-09-20 02:46:10,25.71266455,-100.37600338,5,598.000,,8.450,61,12,18,,
T,2020-09-20 02:46:11,25.71270662,-100.37592390,5,598.000,,8.900,59,12,18,,
T,2020-09-20 02:46:12,25.71274751,-100.37583969,5,598.000,,9.200,61,12,18,,
T,2020-09-20 02:46:13,25.71279368,-100.37576589,5,598.000,,8.970,60,12,18,,
T,2020-09-20 02:46:14,25.71282559,-100.37569496,5,597.000,,7.830,62,12,18,,
T,2020-09-20 02:46:15,25.71284994,-100.37564523,5,597.000,,5.840,62,12,18,,
T,2020-09-20 02:46:16,25.71286261,-100.37561675,5,597.000,,3.690,62,12,18,,
T,2020-09-20 02:46:17,25.71287107,-100.37559204,5,597.000,,2.710,63,12,18,,
T,2020-09-20 02:46:18,25.71288467,-100.37556243,5,597.000,,3.110,63,12,18,,
T,2020-09-20 02:46:19,25.71289878,-100.37552541,5,597.000,,3.950,63,12,18,,
T,2020-09-20 02:46:20,25.71291720,-100.37547916,5,597.000,,4.830,63,12,18,,
T,2020-09-20 02:46:21,25.71293685,-100.37542653,5,597.000,,5.680,64,11,18,,
T,2020-09-20 02:46:22,25.71296169,-100.37536730,5,597.000,,6.320,62,11,18,,
T,2020-09-20 02:46:23,25.71298833,-100.37530536,5,597.000,,7.070,64,12,18,,
T,2020-09-20 02:46:24,25.71301549,-100.37523500,5,596.000,,7.450,65,12,18,,
T,2020-09-20 02:46:25,25.71304613,-100.37516351,5,596.000,,7.680,65,12,18,,
T,2020-09-20 02:46:26,25.71307957,-100.37509112,5,596.000,,7.930,64,12,18,,
T,2020-09-20 02:46:27,25.71311062,-100.37502412,5,595.000,,7.920,64,12,18,,
T,2020-09-20 02:46:28,25.71314552,-100.37495540,5,595.000,,7.820,62,12,18,,
T,2020-09-20 02:46:29,25.71317605,-100.37487277,5,594.000,,8.270,66,12,18,,
T,2020-09-20 02:46:30,25.71320603,-100.37480009,5,593.000,,7.820,66,12,18,,
T,2020-09-20 02:46:31,25.71323407,-100.37472835,5,592.000,,7.530,66,12,18,,
T,2020-09-20 02:46:32,25.71325794,-100.37466193,5,592.000,,7.050,66,12,18,,
T,2020-09-20 02:46:33,25.71329089,-100.37460852,5,592.000,,6.490,60,12,18,,
T,2020-09-20 02:46:34,25.71333537,-100.37456669,5,592.000,,6.480,43,12,18,,
T,2020-09-20 02:46:35,25.71338854,-100.37453767,5,592.000,,6.410,28,12,18,,
T,2020-09-20 02:46:36,25.71343941,-100.37450756,5,592.000,,6.350,29,12,18,,
T,2020-09-20 02:46:37,25.71348303,-100.37446639,5,591.000,,6.350,36,12,18,,
T,2020-09-20 02:46:38,25.71352993,-100.37442071,5,591.000,,6.660,40,12,18,,
T,2020-09-20 02:46:39,25.71357085,-100.37438188,5,591.000,,6.240,42,12,18,,
T,2020-09-20 02:46:40,25.71361116,-100.37434952,5,590.000,,5.410,38,12,18,,
T,2020-09-20 02:46:41,25.71365332,-100.37432175,5,590.000,,5.510,30,12,18,,
T,2020-09-20 02:46:42,25.71369576,-100.37429985,5,590.000,,5.190,27,12,18,,
T,2020-09-20 02:46:43,25.71373299,-100.37428406,5,590.000,,4.270,25,12,18,,
T,2020-09-20 02:46:44,25.71375859,-100.37427113,5,590.000,,3.070,26,12,18,,
T,2020-09-20 02:46:45,25.71377822,-100.37425978,5,590.000,,2.780,25,12,18,,
T,2020-09-20 02:46:46,25.71380663,-100.37424845,5,591.000,,3.590,22,12,18,,
T,2020-09-20 02:46:47,25.71384416,-100.37423245,5,591.000,,4.490,20,12,18,,
T,2020-09-20 02:46:48,25.71390007,-100.37422553,5,591.000,,5.770,8,12,18,,
T,2020-09-20 02:46:49,25.71396423,-100.37422369,5,590.000,,6.760,4,12,18,,
T,2020-09-20 02:46:50,25.71403817,-100.37422864,5,590.000,,7.710,1,12,18,,
T,2020-09-20 02:46:51,25.71411590,-100.37422801,5,589.000,,8.530,359,12,18,,
T,2020-09-20 02:46:52,25.71419808,-100.37422793,5,589.000,,9.310,359,12,18,,
T,2020-09-20 02:46:53,25.71428907,-100.37423018,5,589.000,,9.800,358,12,18,,
T,2020-09-20 02:46:54,25.71438101,-100.37423035,5,589.000,,10.150,359,12,18,,
T,2020-09-20 02:46:55,25.71447352,-100.37423012,5,589.000,,10.160,0,12,18,,
T,2020-09-20 02:46:56,25.71456174,-100.37423425,5,588.000,,9.460,1,12,18,,
T,2020-09-20 02:46:57,25.71462737,-100.37423426,5,588.000,,7.240,0,12,18,,
T,2020-09-20 02:46:58,25.71466256,-100.37423037,5,587.000,,4.430,0,12,18,,
T,2020-09-20 02:46:59,25.71468973,-100.37422950,5,587.000,,2.930,1,12,18,,
T,2020-09-20 02:47:00,25.71471618,-100.37422933,5,587.000,,3.270,359,12,18,,
T,2020-09-20 02:47:01,25.71475527,-100.37422775,5,587.000,,4.130,357,12,18,,
T,2020-09-20 02:47:02,25.71479846,-100.37422933,5,587.000,,4.940,356,12,18,,
T,2020-09-20 02:47:03,25.71485241,-100.37423530,5,586.000,,5.800,355,12,18,,
T,2020-09-20 02:47:04,25.71490997,-100.37424005,5,586.000,,6.560,356,12,18,,
T,2020-09-20 02:47:05,25.71496983,-100.37424183,5,586.000,,6.670,357,12,18,,
T,2020-09-20 02:47:06,25.71502250,-100.37424169,5,586.000,,5.850,358,12,18,,
T,2020-09-20 02:47:07,25.71505856,-100.37423876,5,586.000,,4.280,1,12,18,,
T,2020-09-20 02:47:08,25.71507982,-100.37424129,5,586.000,,2.700,360,12,18,,
T,2020-09-20 02:47:09,25.71510273,-100.37424156,5,586.000,,2.600,1,12,18,,
T,2020-09-20 02:47:10,25.71512885,-100.37423770,5,585.000,,2.980,1,12,18,,
T,2020-09-20 02:47:11,25.71516275,-100.37423671,5,585.000,,3.930,0,12,18,,
T,2020-09-20 02:47:12,25.71520739,-100.37423815,5,585.000,,4.920,360,12,18,,
T,2020-09-20 02:47:13,25.71526290,-100.37424247,5,584.000,,5.790,359,12,18,,
T,2020-09-20 02:47:14,25.71531987,-100.37424456,5,584.000,,6.560,359,12,18,,
T,2020-09-20 02:47:15,25.71538454,-100.37424595,5,583.000,,7.290,359,12,18,,
T,2020-09-20 02:47:16,25.71545499,-100.37424461,5,583.000,,7.920,359,12,18,,
T,2020-09-20 02:47:17,25.71553110,-100.37424568,5,583.000,,8.540,359,12,18,,
T,2020-09-20 02:47:18,25.71561572,-100.37425000,5,583.000,,9.300,358,12,18,,
T,2020-09-20 02:47:19,25.71569979,-100.37425193,5,583.000,,9.460,359,12,18,,
T,2020-09-20 02:47:20,25.71578428,-100.37425289,5,583.000,,9.640,359,12,18,,
T,2020-09-20 02:47:21,25.71587110,-100.37425451,5,583.000,,9.810,358,12,18,,
T,2020-09-20 02:47:22,25.71595959,-100.37425516,5,582.000,,9.800,357,13,18,,
T,2020-09-20 02:47:23,25.71604671,-100.37426392,5,582.000,,9.660,357,12,18,,
T,2020-09-20 02:47:24,25.71612988,-100.37427169,5,583.000,,9.410,356,12,18,,
T,2020-09-20 02:47:25,25.71621172,-100.37428021,5,583.000,,9.230,354,12,18,,
T,2020-09-20 02:47:26,25.71629250,-100.37429289,5,583.000,,9.020,353,12,18,,
T,2020-09-20 02:47:27,25.71637179,-100.37430156,5,582.000,,8.800,353,13,18,,
T,2020-09-20 02:47:28,25.71644794,-100.37431214,5,582.000,,8.610,354,13,18,,
T,2020-09-20 02:47:29,25.71652174,-100.37432275,5,582.000,,8.450,353,13,18,,
